"DATE","tmax","tmin","rain","wind","relative_humidity","atm_trans","Kdown_direct","Kdown_diffuse","vpd"
1962-03-15,9.7,-0.8,0,1.53,0.66,0.49659,6328.8,7801.2,-999
1962-03-16,6.7,-0.3,0.0012,3.72,0.64,0.65789,12474,6404.4,-999
1962-03-17,7.2,-1.9,0,5.05,0.53,0.71227,15501.6,5108.4,-999
1962-03-18,9.6,-1.1,0,3.82,0.56,0.73812,16725.6,4809.6,-999
1962-03-19,11.3,-2.5,0.0015,2.13,0.69,0.38319,3751.2,7520.4,-999
1962-03-20,16.5,5.8,0,3.43,0.72,0.51376,8218.8,7016.4,-999
1962-03-21,16.3,6.9,0.0267,2.25,0.9,0.27627,2466,5792.4,-999
1962-03-22,8.4,5.2,0.0011,3.17,0.81,0.16346,392.4,4532.4,-999
1962-03-23,12.7,3.7,6e-04,1.06,0.8,0.38282,3801.6,7822.8,-999
1962-03-24,16.2,0.8,0,2.41,0.71,0.69282,16149.6,5050.8,-999
1962-03-25,15.5,-0.9,0,2.03,0.68,0.62289,11790,7416,-999
1962-03-26,14.4,4.5,0.004,2.3,0.69,0.59667,12243.6,6292.8,-999
1962-03-27,16.1,-0.3,0,2.77,0.57,0.7641,20246.4,3668.4,-999
1962-03-28,18.2,-0.9,0,2.06,0.52,0.75259,20008.8,3718.8,-999
1962-03-29,20.8,3.7,0,2.72,0.61,0.69809,16318.8,5850,-999
1962-03-30,22.1,8.7,1e-04,3.68,0.66,0.58103,13449.6,5133.6,-999
1962-03-31,17.6,13.2,0.0159,4.02,0.87,0.1396,511.2,3985.2,-999
1962-04-01,15.8,6.8,0.0051,4.47,0.79,0.64946,14565.6,6498,-999
1962-04-02,9.6,1.1,8e-04,4.08,0.5,0.68937,16149.6,6361.2,-999
1962-04-03,10.3,-1.7,5e-04,2.26,0.62,0.607,12114,7840.8,-999
1962-04-04,14.6,0.3,0,1.88,0.55,0.67599,16117.2,6253.2,-999
1962-04-05,16.9,2.7,0,2.24,0.64,0.64242,14900.4,6498,-999
1962-04-06,13.8,7.7,0.0093,1.84,0.87,0.14272,115.2,4669.2,-999
1962-04-07,21.2,11.2,0.0149,2.34,0.87,0.42119,8478,5731.2,-999
1962-04-08,15.2,8.7,0.0094,1.16,0.9,0.326,4676.4,6390,-999
1962-04-09,18,6.9,4e-04,3.16,0.77,0.61988,16002,5169.6,-999
1962-04-10,16.3,4,5e-04,3.01,0.44,0.65525,17640,4874.4,-999
1962-04-11,13.2,8.5,0.0099,1.73,0.88,0.13582,154.8,4539.6,-999
1962-04-12,10.4,7.4,0.021,1.78,0.99,0.06752,18,2329.2,-999
1962-04-13,9.5,4.5,0.0018,4.67,0.76,0.68604,17935.2,6051.6,-999
1962-04-14,11.5,1.1,0,6.49,0.46,0.72132,18824.4,6537.6,-999
1962-04-15,7.9,2.6,0,4.16,0.57,0.68518,17992.8,6231.6,-999
1962-04-16,9.1,-0.9,0,4.89,0.5,0.68291,17028,7246.8,-999
1962-04-17,12.4,-2.3,0,2.75,0.54,0.62006,11858.4,10299.6,-999
1962-04-18,14.8,0.3,7e-04,3.21,0.62,0.62536,14882.4,7581.6,-999
1962-04-19,15.6,1,5e-04,2.88,0.68,0.67821,17866.8,6620.4,-999
1962-04-20,11.6,2.4,3e-04,4.36,0.63,0.71698,20523.6,5493.6,-999
1962-04-21,18.5,-1.1,0,1.88,0.58,0.76076,23432.4,4309.2,-999
1962-04-22,25.4,3.2,0,3.23,0.65,0.73147,22485.6,4316.4,-999
1962-04-23,19.2,12.2,0,4.77,0.61,0.51397,9543.6,9378,-999
1962-04-24,20.9,4.2,0,2.39,0.57,0.75027,23335.2,4413.6,-999
1962-04-25,25.5,4.2,0,1.61,0.59,0.74679,23371.2,4374,-999
1962-04-26,27.1,7.8,0,2.38,0.65,0.70423,21733.2,4546.8,-999
1962-04-27,26.7,10.7,0,2.57,0.68,0.68006,20606.4,4881.6,-999
1962-04-28,25.3,12.2,2e-04,3.08,0.69,0.55456,13896,6976.8,-999
1962-04-29,22.8,14.1,0.0074,2.45,0.82,0.39939,6109.2,8985.6,-999
1962-04-30,27.4,12.5,2e-04,1.71,0.82,0.573,14590.8,7153.2,-999
1962-05-01,30.4,13.6,0.0026,1.58,0.74,0.63641,17881.2,6364.8,-999
1962-05-02,22.8,14,2e-04,2.37,0.75,0.54858,14115.6,6865.2,-999
1962-05-03,21.9,7.3,0,3.26,0.54,0.74851,24206.4,4528.8,-999
1962-05-04,24.3,7.5,2e-04,2.43,0.57,0.6627,19328.4,6206.4,-999
1962-05-05,25.7,9,6e-04,1.63,0.57,0.69654,21448.8,5486.4,-999
1962-05-06,27.4,9.9,0,3.08,0.56,0.68464,20368.8,6199.2,-999
1962-05-07,25.7,15.3,2e-04,2.9,0.57,0.71476,22939.2,4892.4,-999
1962-05-08,29.7,13.7,0.001,2.49,0.54,0.62209,16221.6,8082,-999
1962-05-09,21.6,14.4,0.0068,2.32,0.86,0.26177,2761.2,7498.8,-999
1962-05-10,16.8,11,4e-04,2.05,0.69,0.34601,4870.8,8733.6,-999
1962-05-11,24,11.6,5e-04,2.15,0.76,0.36075,5468.4,8758.8,-999
1962-05-12,21.6,13.8,0.0017,1.96,0.77,0.32709,3556.8,9381.6,-999
1962-05-13,19.7,12.9,0.0035,2.24,0.84,0.28304,1814.4,9414,-999
1962-05-14,30.5,11.2,0,1.86,0.72,0.63048,19216.8,5864.4,-999
1962-05-15,31.8,16.7,4e-04,2.64,0.7,0.66676,21038.4,5558.4,-999
1962-05-16,30.6,16.3,6e-04,1.78,0.71,0.59876,17913.6,6033.6,-999
1962-05-17,29.6,16.1,0.0021,1.3,0.79,0.5984,17773.2,6220.8,-999
1962-05-18,32.5,17.1,0,1.96,0.69,0.69051,22525.2,5230.8,-999
1962-05-19,32.5,17,0.0011,2.01,0.63,0.61229,17838,6832.8,-999
1962-05-20,31.2,17.6,0.0015,2.15,0.7,0.59671,18000,6098.4,-999
1962-05-21,29.7,19,0,3.1,0.68,0.63167,19645.2,5922,-999
1962-05-22,26.4,17.3,2e-04,1.86,0.71,0.52142,14018.4,7131.6,-999
1962-05-23,28.1,15.7,0.0045,2.13,0.78,0.37048,6703.2,8355.6,-999
1962-05-24,30.7,17.8,9e-04,3.01,0.7,0.60328,18298.8,6271.2,-999
1962-05-25,30.5,14.8,0,2.84,0.68,0.69238,22827.6,5425.2,-999
1962-05-26,30.2,17.7,0.0064,2.17,0.7,0.56184,15789.6,7178.4,-999
1962-05-27,28.4,16.4,0.0078,1.71,0.79,0.58099,16614,7178.4,-999
1962-05-28,22.7,16.7,0.0101,2.54,0.88,0.16148,568.8,6055.2,-999
1962-05-29,21.2,14.9,0.0025,2.07,0.84,0.20766,1317.6,7214.4,-999
1962-05-30,26.7,15.8,4e-04,1.64,0.77,0.55441,15134.4,7678.8,-999
1962-05-31,26.8,16.2,0.0073,1.62,0.83,0.45524,9788.4,8971.2,-999
1962-06-01,28.8,15.3,0,1.25,0.76,0.62054,18856.8,6750,-999
1962-06-02,29.7,15.2,0,1.19,0.71,0.58053,17251.2,6735.6,-999
1962-06-03,23.8,17.4,0.0085,2.14,0.96,0.21094,1803.6,6922.8,-999
1962-06-04,22,16,0.0021,1.63,0.92,0.20061,745.2,7563.6,-999
1962-06-05,24.3,17.6,0.0032,1.62,0.86,0.36233,5688,9334.8,-999
1962-06-06,26.8,18,8e-04,2.33,0.78,0.50916,13449.6,7682.4,-999
1962-06-07,25.9,18.3,2e-04,1.95,0.71,0.47351,11005.2,8665.2,-999
1962-06-08,25.7,14.2,0,1.72,0.67,0.5486,12985.2,9824.4,-999
1962-06-09,26.5,13.8,0,1.97,0.63,0.6879,21574.8,7048.8,-999
1962-06-10,27.6,13.6,0,2.39,0.67,0.54891,14385.6,8470.8,-999
1962-06-11,27.3,17.4,0.0091,2.01,0.75,0.41282,9054,8146.8,-999
1962-06-12,22.9,18.4,0.0284,1.5,0.98,0.18583,1108.8,6638.4,-999
1962-06-13,26.2,18.2,0.0389,1.13,0.88,0.46814,12038.4,7488,-999
1962-06-14,22.6,17.1,0.0077,0.63,0.9,0.29514,5608.8,6706.8,-999
1962-06-15,24.4,11.8,0.0012,1.58,0.75,0.50787,11595.6,9604.8,-999
1962-06-16,26.3,12.9,0,0.83,0.74,0.54929,13755.6,9180,-999
1962-06-17,29.1,15.2,0,1.95,0.7,0.62968,18781.2,7516.8,-999
1962-06-18,30.5,15,0,1.76,0.7,0.67432,21805.2,6361.2,-999
1962-06-19,30.5,17.5,0,2.23,0.67,0.57353,16840.8,7117.2,-999
1962-06-20,25.7,19.2,0.0117,1.65,0.91,0.26612,2070,9046.8,-999
1962-06-21,26.5,15.6,0,1.3,0.79,0.60365,16855.2,8359.2,-999
1962-06-22,26,16.4,0.0112,2.01,0.81,0.51805,14407.2,7228.8,-999
1962-06-23,29.3,18.7,0.0033,1.36,0.87,0.53325,14925.6,7340.4,-999
1962-06-24,29.3,18.6,0.0029,2.17,0.84,0.50787,12747.6,8452.8,-999
1962-06-25,28.4,18.2,5e-04,2.03,0.8,0.55231,15501.6,7545.6,-999
1962-06-26,26.2,18.9,0.0091,1.15,0.9,0.39089,5875.2,10429.2,-999
1962-06-27,24.8,18.5,0.007,1.74,0.9,0.38495,6336,9712.8,-999
1962-06-28,23.4,18,0,2.21,0.79,0.56591,12542.4,11037.6,-999
1962-06-29,25.3,13.5,0,1.83,0.62,0.57708,11444.4,12585.6,-999
1962-06-30,28.8,11.8,0,2.49,0.62,0.50724,10764,10342.8,-999
1962-07-01,29.9,17.5,0.0039,2.68,0.69,0.5756,16938,6994.8,-999
1962-07-02,24.3,17.7,0.001,1.04,0.75,0.37773,6706.8,8985.6,-999
1962-07-03,27.8,17.4,0.0154,1.43,0.9,0.23393,2368.8,7340.4,-999
1962-07-04,21.6,16.6,0.0333,2.77,0.95,0.09064,172.8,3585.6,-999
1962-07-05,26.8,14.1,2e-04,1.55,0.77,0.66654,20682,6926.4,-999
1962-07-06,27.2,16.2,0,2.02,0.72,0.55061,14792.4,7988.4,-999
1962-07-07,28.2,18.7,0.0076,1.11,0.81,0.46599,12070.8,7185.6,-999
1962-07-08,30.4,19.7,0.0025,1.41,0.87,0.54745,15156,7437.6,-999
1962-07-09,27.5,21.5,0.0011,3.4,0.73,0.70969,23965.2,5284.8,-999
1962-07-10,27.7,14.1,0,1.6,0.67,0.7261,24649.2,5234.4,-999
1962-07-11,30.5,14.7,0,1.22,0.7,0.71335,24030,5284.8,-999
1962-07-12,31.3,17.3,2e-04,1.75,0.71,0.6448,20260.8,6195.6,-999
1962-07-13,30.3,18.7,0,2.33,0.71,0.60324,18320.4,6390,-999
1962-07-14,32.2,18.9,0,2.41,0.71,0.51915,11930.4,9298.8,-999
1962-07-15,32.7,20.4,3e-04,3.02,0.69,0.62512,18900,6616.8,-999
1962-07-16,28.5,21.2,0.008,1.63,0.83,0.41281,8816.4,8002.8,-999
1962-07-17,26.5,19,1e-04,1.58,0.77,0.35085,5223.6,9043.2,-999
1962-07-18,29,18.2,0.0012,1.51,0.73,0.50423,13795.2,6667.2,-999
1962-07-19,29.2,16.3,0,1.64,0.65,0.60707,16923.6,7660.8,-999
1962-07-20,30.3,17.6,3e-04,1.44,0.61,0.55886,15703.2,6879.6,-999
1962-07-21,31.4,20,2e-04,2.59,0.63,0.56092,14500.8,8114.4,-999
1962-07-22,29.5,17.9,0,2.83,0.66,0.67982,21679.2,5666.4,-999
1962-07-23,30.9,18,0.002,3.12,0.62,0.60574,17218.8,7088.4,-999
1962-07-24,27.4,17.5,6e-04,3.09,0.71,0.5514,11383.2,10688.4,-999
1962-07-25,25,19,0.0303,0.61,0.84,0.16627,687.6,5950.8,-999
1962-07-26,24.9,18.5,0.0042,3.62,0.77,0.68473,21834,5432.4,-999
1962-07-27,24,11.3,0,2.85,0.56,0.72522,23331.6,5468.4,-999
1962-07-28,27.1,10.9,0,1.89,0.64,0.69498,21222,6300,-999
1962-07-29,23.8,16.7,0.0222,1.36,0.82,0.24743,3474,6296.4,-999
1962-07-30,28.3,17.5,9e-04,1.16,0.87,0.47677,11217.6,7552.8,-999
1962-07-31,29.8,20.3,0,2.23,0.76,0.61232,16815.6,7218,-999
1962-08-01,28.9,16.4,0,2.14,0.68,0.54174,14259.6,6937.2,-999
1962-08-02,27.7,15.6,0,2,0.65,0.49807,11973.6,7452,-999
1962-08-03,24,18.1,0.0287,1.4,0.93,0.07362,158.4,2703.6,-999
1962-08-04,26.3,17.9,0.0062,1.14,0.94,0.32411,5554.8,7002,-999
1962-08-05,29.4,19.2,0.0026,0.99,0.9,0.52898,13222.8,7200,-999
1962-08-06,30.8,20.5,0.0042,1.47,0.87,0.58795,15883.2,6735.6,-999
1962-08-07,30.6,21.2,6e-04,3.09,0.75,0.59187,15447.6,7239.6,-999
1962-08-08,30.9,16.9,0.001,1.42,0.72,0.65093,18576,6282,-999
1962-08-09,28.2,19.5,2e-04,2.15,0.76,0.58406,16218,6001.2,-999
1962-08-10,26,15.8,0,2.04,0.69,0.57275,14403.6,7300.8,-999
1962-08-11,27,13.5,0,1.57,0.65,0.6339,16740,7185.6,-999
1962-08-12,27.6,16,0,1.64,0.69,0.68543,19386,6379.2,-999
1962-08-13,26.1,16.1,0.0015,1.93,0.8,0.41113,8164.8,7225.2,-999
1962-08-14,29,18,0,2.07,0.76,0.64265,18241.2,5713.2,-999
1962-08-15,26.6,16.2,1e-04,2.02,0.71,0.50315,10807.2,7866,-999
1962-08-16,28.7,17.5,0.0139,1.21,0.82,0.5089,12657.6,6145.2,-999
1962-08-17,28.4,16.2,2e-04,2.13,0.79,0.59608,16344,5580,-999
1962-08-18,27.6,15.4,0,1.43,0.72,0.62323,16221.6,6595.2,-999
1962-08-19,30.2,18.1,1e-04,1.53,0.71,0.60959,16419.6,5792.4,-999
1962-08-20,35.1,19.7,0.0015,2.3,0.72,0.63765,17838,5284.8,-999
1962-08-21,33.5,20.5,0.0081,2.18,0.73,0.59968,15652.8,5986.8,-999
1962-08-22,27,20,0.002,1.46,0.85,0.37589,7002,6494.4,-999
1962-08-23,26,16.7,1e-04,2.17,0.72,0.4922,10188,7394.4,-999
1962-08-24,23.9,15.1,0,1.84,0.72,0.55696,11433.6,8359.2,-999
1962-08-25,26,16,1e-04,1.72,0.72,0.44688,7790.4,8006.4,-999
1962-08-26,26.6,19.4,3e-04,1.86,0.74,0.50171,10447.2,7192.8,-999
1962-08-27,27.1,18.7,0.0011,1.4,0.76,0.41954,7484.4,7185.6,-999
1962-08-28,29.9,16,1e-04,2.26,0.72,0.70701,19983.6,4600.8,-999
1962-08-29,30.5,14.8,0,2.06,0.6,0.71478,20275.2,4438.8,-999
1962-08-30,30.4,15.4,0,1.72,0.6,0.65462,16999.2,5504.4,-999
1962-08-31,31.3,16.1,0,1.48,0.59,0.57115,11959.2,7560,-999
1962-09-01,32.3,17.8,0,1.75,0.61,0.51036,11912.4,5425.2,-999
1962-09-02,31.3,20.3,0,1.56,0.72,0.43403,9205.2,5450.4,-999
1962-09-03,27.6,19.6,7e-04,1.58,0.79,0.36506,5054.4,7196.4,-999
1962-09-04,27.3,20.2,0.0063,1.65,0.85,0.3367,4762.8,6465.6,-999
1962-09-05,27.3,19.4,0.0037,2.59,0.88,0.46595,8568,6872.4,-999
1962-09-06,23,15,1e-04,2.61,0.59,0.68329,16729.2,5767.2,-999
1962-09-07,21.6,13,0,1.86,0.55,0.48461,8780.4,7070.4,-999
1962-09-08,24.8,11.5,0,1.71,0.71,0.52652,10562.4,6544.8,-999
1962-09-09,23.7,16.1,6e-04,1.6,0.86,0.22912,2509.2,4885.2,-999
1962-09-10,29,19.7,0.0029,1.67,0.89,0.4423,8971.2,5205.6,-999
1962-09-11,27.9,19.8,0,3.14,0.71,0.73051,19180.8,4071.6,-999
1962-09-12,29.2,11.6,0,1.69,0.6,0.73351,19188,3996,-999
1962-09-13,31.6,12.7,0,1.09,0.65,0.70918,17992.8,4262.4,-999
1962-09-14,30.4,16.3,0.0033,2.04,0.71,0.50403,9475.2,6228,-999
1962-09-15,26.8,17.3,2e-04,1.86,0.79,0.42346,6325.2,6771.6,-999
1962-09-16,21.5,16,0.0219,1.58,0.87,0.05277,0,1620,-999
1962-09-17,24.4,14.4,0.0289,1.85,0.92,0.29869,3909.6,5191.2,-999
1962-09-18,21.5,13.6,0,3.59,0.66,0.72137,17632.8,4179.6,-999
1962-09-19,23.7,8,0,1.78,0.67,0.70703,17092.8,4122,-999
1962-09-20,18.6,12.7,0.0017,2.26,0.71,0.5792,12798,4446,-999
1962-09-21,16.5,5.2,0,1.9,0.63,0.73113,17384.4,4212,-999
1962-09-22,20.1,6.7,0,1.42,0.73,0.60591,12103.2,5652,-999
1962-09-23,18.8,12.7,3e-04,2.08,0.74,0.4804,7624.8,6339.6,-999
1962-09-24,19.4,10.1,0,1.5,0.72,0.58048,10821.6,5914.8,-999
1962-09-25,18.3,11.8,0.0041,1.92,0.84,0.1376,532.8,3402,-999
1962-09-26,17.8,14.7,0.0119,1.2,0.95,0.09407,79.2,2588.4,-999
1962-09-27,18.5,15.1,0.0033,2.33,0.88,0.38227,6501.6,4248,-999
1962-09-28,15.2,11.4,5e-04,5.14,0.75,0.35299,3960,5882.4,-999
1962-09-29,19.2,6.4,0,2.71,0.72,0.72508,16182,3862.8,-999
1962-09-30,20.5,5.5,0,1.25,0.73,0.58702,7606.8,8481.6,-999
1962-10-01,21.4,7.9,0,1.35,0.73,0.70095,14760,4284,-999
1962-10-02,16.6,12.3,0.0033,1.89,0.89,0.1052,104.4,2728.8,-999
1962-10-03,16.7,12.4,6e-04,2.02,0.95,0.15348,50.4,4046.4,-999
1962-10-04,18.3,15.8,0.0225,1,1,0.1041,25.2,2728.8,-999
1962-10-05,23,14.2,3e-04,1.73,0.83,0.56874,9554.4,5356.8,-999
1962-10-06,22.4,11,2e-04,2.13,0.76,0.59263,10440,4957.2,-999
1962-10-07,24.4,13.1,0.001,2.3,0.78,0.48075,7221.6,5155.2,-999
1962-10-08,26.7,16.6,0.0019,3.27,0.81,0.61291,11368.8,4266,-999
1962-10-09,21.1,14.7,1e-04,3.18,0.75,0.43059,4827.6,6055.2,-999
1962-10-10,24.1,10.4,0,2.43,0.73,0.70534,14202,3459.6,-999
1962-10-11,27.1,10.6,0,2.19,0.74,0.71416,14425.2,3290.4,-999
1962-10-12,27.4,11.7,0,2.76,0.72,0.68121,13316.4,3423.6,-999
1962-10-13,25.1,14.6,0.001,1.86,0.82,0.44958,5652,5292,-999
1962-10-14,24.3,16.8,0,1.3,0.84,0.36623,2836.8,5994,-999
1962-10-15,26,15.3,1e-04,1.37,0.83,0.60699,10422,4075.2,-999
1962-10-16,25.6,15.9,2e-04,1.72,0.84,0.4952,6804,4910.4,-999
1962-10-17,23.1,14.8,0,2.81,0.79,0.54561,8175.6,4608,-999
1962-10-18,19.6,8.2,0,2,0.59,0.71797,13557.6,3103.2,-999
1962-10-19,19.4,4.8,0,1.99,0.65,0.73872,13867.2,3110.4,-999
1962-10-20,22.9,4.8,0,1.36,0.65,0.72202,13348.8,3085.2,-999
1962-10-21,19.8,12.2,0.0047,2.61,0.83,0.32899,3178.8,4237.2,-999
1962-10-22,18.1,7.1,7e-04,2.17,0.74,0.73035,13392,2912.4,-999
1962-10-23,15.8,7.8,0,3.78,0.68,0.68716,11584.8,3607.2,-999
1962-10-24,10.1,3,0,4.34,0.45,0.75684,13507.2,3063.6,-999
1962-10-25,7.7,-0.5,3e-04,2.32,0.64,0.37472,2527.2,5598,-999
1962-10-26,3.9,-1.3,0,5.12,0.45,0.7197,11008.8,4446,-999
1962-10-27,10,-4.2,0,2.63,0.41,0.75616,13233.6,2847.6,-999
1962-10-28,20.6,0.5,0,2.86,0.64,0.7095,11984.4,2959.2,-999
1962-10-29,17.3,10.2,0.0048,2.96,0.82,0.27354,1620,4086,-999
1962-10-30,20.1,10.5,0.0026,2.22,0.83,0.34483,3060,4064.4,-999
1962-10-31,15.5,6.9,0.0105,2.65,0.77,0.33637,2944.8,3938.4,-999
1962-11-01,11.6,0.4,0,2.75,0.64,0.73567,12139.2,2772,-999
1962-11-02,10.6,1.4,0,1.78,0.69,0.6299,7398,5248.8,-999
1962-11-03,8.3,3.7,0.0039,2.57,0.74,0.28979,1288.8,4474.8,-999
1962-11-04,11.3,-1,3e-04,1.95,0.78,0.55509,6868.8,4068,-999
1962-11-05,8.8,3.2,0.0055,2.91,0.79,0.44558,4287.6,4410,-999
1962-11-06,10.5,1,0,3.28,0.72,0.72968,11289.6,2822.4,-999
1962-11-07,14.5,-2.4,0,1.58,0.71,0.71688,10958.4,2779.2,-999
1962-11-08,15.4,2,0,1.69,0.72,0.50579,3546,6058.8,-999
1962-11-09,10.3,6.6,0.0415,4.08,0.93,0.06657,10.8,1242,-999
1962-11-10,12.6,5.7,0.0256,4.84,0.9,0.31402,1440,4417.2,-999
1962-11-11,13.2,6.9,0,5.52,0.71,0.71987,10483.2,2826,-999
1962-11-12,12.2,1.9,0,1.29,0.83,0.64779,8406,3466.8,-999
1962-11-13,9.6,3,0,2.98,0.74,0.70668,10112.4,2728.8,-999
1962-11-14,11.4,-0.1,0,3.71,0.68,0.73387,10818,2404.8,-999
1962-11-15,17.7,0,0,2.77,0.7,0.69771,9766.8,2700,-999
1962-11-16,17,5.1,0,2.33,0.72,0.42049,3596.4,3855.6,-999
1962-11-17,18,10.5,0.001,2.69,0.87,0.30041,1368,3913.2,-999
1962-11-18,13.9,6,0.0251,2.35,0.91,0.25203,2178,2217.6,-999
1962-11-19,8.4,0.4,0,2.33,0.71,0.50757,3196.8,5587.2,-999
1962-11-20,11.1,3.5,8e-04,1.7,0.84,0.27165,673.2,3992.4,-999
1962-11-21,11,4.9,0.0168,1.76,0.97,0.10474,122.4,1663.2,-999
1962-11-22,14.3,4.7,0.0176,4.99,0.77,0.65047,8236.8,2772,-999
1962-11-23,9.9,-0.7,0,4.43,0.47,0.72042,9849.6,2257.2,-999
1962-11-24,11.1,2.3,0,3.27,0.57,0.71117,9115.2,2754,-999
1962-11-25,5.5,1,0.0048,1.88,0.79,0.12464,57.6,2008.8,-999
1962-11-26,6.1,-3.5,3e-04,2.72,0.73,0.73088,9662.4,2376,-999
1962-11-27,8.1,-1.7,0,3.08,0.51,0.55096,4532.4,4485.6,-999
1962-11-28,9.3,2.4,5e-04,3.17,0.71,0.22018,558,3024,-999
1962-11-29,13.6,4.7,1e-04,2.95,0.7,0.3795,2797.2,3340.8,-999
1962-11-30,14.5,-0.5,0,2.48,0.56,0.71538,9316.8,2188.8,-999
1962-12-01,16.7,-0.7,0,2.27,0.59,0.72668,9486,2138.4,-999
1962-12-02,16.2,-1.7,0,2.33,0.58,0.72794,9468,2116.8,-999
1962-12-03,14.7,0.4,0,1.96,0.58,0.4767,4701.6,2847.6,-999
1962-12-04,9.9,6.8,0.014,1.74,0.86,0.0893,10.8,1396.8,-999
1962-12-05,14.6,6.2,2e-04,1.92,0.89,0.44733,3776.4,3243.6,-999
1962-12-06,9.4,-1.8,0.0078,6.24,0.7,0.66941,7405.2,3056.4,-999
1962-12-07,3.8,-3.3,0,6.36,0.51,0.71595,9050.4,2095.2,-999
1962-12-08,6.6,-2.5,0,3.06,0.44,0.65403,7484.4,2660.4,-999
1962-12-09,2.4,-2.9,8e-04,2.99,0.57,0.45363,3463.2,3549.6,-999
1962-12-10,-3.4,-8.3,0,5.34,0.45,0.67811,7239.6,3211.2,-999
1962-12-11,-2.5,-7.9,0.0016,2.95,0.51,0.41321,1605.6,4744.8,-999
1962-12-12,-8.3,-15.3,0,4.51,0.5,0.74232,9190.8,2188.8,-999
1962-12-13,-5.1,-15.4,2e-04,3.67,0.45,0.63313,6476.4,3207.6,-999
1962-12-14,-2.2,-10.2,4e-04,4.35,0.53,0.72893,8820,2307.6,-999
1962-12-15,4.5,-9.6,0,2.27,0.57,0.68621,8161.2,2296.8,-999
1962-12-16,5.1,-3.2,0,2.87,0.76,0.3146,856.8,3931.2,-999
1962-12-17,10.8,-3.1,0,2.57,0.71,0.67771,8240.4,2062.8,-999
1962-12-18,13.1,-1.4,0,2.2,0.75,0.68085,8164.8,2178,-999
1962-12-19,14.9,-1.7,0,1.94,0.76,0.4761,3614.4,3614.4,-999
1962-12-20,9.9,4.1,6e-04,2.7,0.9,0.23857,1051.2,2570.4,-999
1962-12-21,2.8,-4.3,0.0122,3.38,0.85,0.08133,0,1234.8,-999
1962-12-22,5.4,-3.5,0.0096,2.55,0.89,0.62742,6364.8,3164.4,-999
1962-12-23,5.3,-6.5,0,3.51,0.84,0.58103,5500.8,3330,-999
1962-12-24,0.9,-8.4,0,3.19,0.65,0.67227,7473.6,2754,-999
1962-12-25,-1.5,-5.1,0.0235,1.68,0.83,0.08839,10.8,1335.6,-999
1962-12-26,6.3,-1.9,0,2.62,0.86,0.647,6894,2977.2,-999
1962-12-27,3.5,-3.4,0,1.33,0.9,0.39143,2354.4,3628.8,-999
1962-12-28,4.9,-4.4,0,2.66,0.84,0.73489,8960.4,2296.8,-999
1962-12-29,0.7,-4.6,0.0208,1.91,0.9,0.06728,0,1033.2,-999
1962-12-30,2.1,-9.7,0,6.1,0.66,0.73719,9100.8,2250,-999
1962-12-31,-6.8,-15.9,0,4.96,0.61,0.75549,9392.4,2275.2,-999
1963-01-01,-2.7,-14.1,0,5.12,0.62,0.74489,9302.4,2239.2,-999
1963-01-02,2.3,-15.8,0,3.34,0.66,0.73669,9126,2329.2,-999
1963-01-03,3.5,-16.2,0,1.92,0.78,0.71405,8830.8,2314.8,-999
1963-01-04,4,-11.5,0,2.45,0.81,0.69505,8355.6,2538,-999
1963-01-05,4.3,-13.7,0,1.3,0.81,0.61931,6012,3736.8,-999
1963-01-06,6.1,-3.4,0.0016,2,0.89,0.51858,4618.8,3582,-999
1963-01-07,6.4,-3.9,0,1.62,0.88,0.47234,3452.4,4053.6,-999
1963-01-08,4.9,-0.5,0.0021,1.95,0.87,0.55311,5090.4,3744,-999
1963-01-09,11.3,-4.6,0,2.54,0.76,0.71113,9226.8,2192.4,-999
1963-01-10,13.3,-2.3,0,2.04,0.8,0.65522,7671.6,2908.8,-999
1963-01-11,17.7,5,0,3.11,0.88,0.56343,6292.8,2858.4,-999
1963-01-12,16.2,8.9,0.0087,2.38,0.88,0.50937,4593.6,3729.6,-999
1963-01-13,10.1,0.3,0.0015,3.73,0.7,0.4427,3610.8,3668.4,-999
1963-01-14,0.1,-7.8,0,3.46,0.33,0.70305,8906.4,2728.8,-999
1963-01-15,3.2,-8.3,0,1.78,0.47,0.71112,9201.6,2646,-999
1963-01-16,6.7,-6.7,0,2.06,0.46,0.73458,10274.4,2048.4,-999
1963-01-17,8.6,-4.2,0,1.82,0.53,0.57683,5061.6,4683.6,-999
1963-01-18,9.4,0.9,0.0013,1.2,0.79,0.2253,630,3204,-999
1963-01-19,7.9,0.8,9e-04,1.38,0.94,0.22468,1094.4,2757.6,-999
1963-01-20,16,3,0.0093,2.79,0.89,0.48617,4658.4,3740.4,-999
1963-01-21,7.1,-6.9,0.0012,5.6,0.35,0.76631,11210.4,2131.2,-999
1963-01-22,7.6,-7.4,0,2.31,0.27,0.72189,10515.6,2152.8,-999
1963-01-23,5,-4.5,0.0039,3.64,0.75,0.19921,802.8,2721.6,-999
1963-01-24,-6,-20.5,0,6.93,0.33,0.76469,11430,2210.4,-999
1963-01-25,-0.4,-13.4,0,3.39,0.29,0.7431,11127.6,2239.2,-999
1963-01-26,2.5,-5.5,0.0011,1.62,0.39,0.36036,2721.6,3816,-999
1963-01-27,0,-9.7,0.0034,4.23,0.69,0.73027,10227.6,3135.6,-999
1963-01-28,-4.4,-17.7,0,4.26,0.45,0.7789,12034.8,2343.6,-999
